ID;Name;Latitude;Longitude;TransportType;adresse;compl_adresse;code_postale
2263;Denfert-Rochereau;48.8333617;2.3347995;bus;Boulevard Saint-Jacques;Quartier du Petit-Montrouge;75014
2264;Porte d'Orléans;48.8238347;2.3255541;bus;Avenue du Général Leclerc;Quartier du Petit-Montrouge;75014
2265;Porte d'Orléans;48.8212193;2.3256191;bus;Avenue de la Porte d'Orléans;Quartier du Petit-Montrouge;75014
2266;Denfert-Rochereau;48.834103;2.3337921;bus;Boulevard Saint-Jacques;Quartier du Montparnasse;75014
2267;Vaneau - Saint-Romain;48.8481711;2.3199244;bus;Rue de Sèvres;Quartier de l'École Militaire;75007
2268;Tour Eiffel;48.8592402;2.2939419;bus;Quai Jacques Chirac;Quartier du Gros-Caillou;75007
2269;Champ de Mars;48.8562766;2.2976158;bus;Avenue Anatole France;Quartier du Gros-Caillou;75007
2270;Grand Palais;48.8659019;2.3135748;bus;Paris 8e Arrondissement;Paris;75008
2271;Champs-Elysées;48.8733955;2.296719;bus;Tunnel de l'Étoile;Quartier du Faubourg-du-Roule;75008
2272;Pont Cardinet;48.8872432;2.3133893;bus;Rue Jouffroy d'Abbans;Quartier des Batignolles;75017
2273;Jouffroy d'Abbans - Tocqueville;48.885862;2.3090137;bus;Rue Jouffroy d'Abbans;Quartier de la Plaine-de-Monceau;75017
2274;Val de Marne;48.816519;2.348215;bus;Rue du Val de Marne;Quartier de la Maison-Blanche;75013
2275;Blanche;48.8832937;2.3328801;bus;Rue Pierre Fontaine;Quartier Saint-Georges;75009
2276;Rue Henri Farman;48.8331338;2.2702178;bus;Quartier de Javel;Paris 15e Arrondissement;75015
2277;Rue Henri Farman;48.8331322;2.2699246;bus;Quartier de Javel;Paris 15e Arrondissement;75015
2278;Suzanne Lenglen;48.8333121;2.2760502;bus;Rue Henri Farman;Quartier de Javel;75015
2279;La Bruyère;48.8797916;2.3324228;bus;Rue La Bruyère;Quartier Saint-Georges;75009
2280;Kléber - Boissière;48.866915;2.2896166;bus;Rue Boissière;Chaillot;75116
2281;Assas - Duguay Trouin;48.8462539;2.330358;bus;Rue Duguay-Trouin;Quartier Notre-Dame-des-Champs;75006
2282;Général Detrie;48.852946;2.297988;bus;Avenue de Suffren;Quartier de Grenelle;75015
2283;Champ de Mars - Suffren;48.8543629;2.2957511;bus;Avenue de Suffren;Quartier de Grenelle;75015
2284;Jean-Pierre Timbaud;48.8643105;2.3658642;bus;Boulevard du Temple;Quartier des Enfants-Rouges;75003
2285;Porte de Pantin;48.8888816;2.3958537;bus;Boulevard Sérurier;Quartier d'Amérique;75019
2286;Porte de Pantin;48.8891827;2.3961286;bus;Voie CZ/19;Quartier d'Amérique;75019
2287;Porte de Choisy;48.8199378;2.3661004;bus;Rue Lachelier;Quartier de la Gare;75013
2288;Gare de Lyon - Van Gogh;48.8448979;2.3716168;bus;Rue de Bercy;Quartier des Quinze-Vingts;75012
2289;Porte de Choisy;48.820062;2.3641697;bus;Boulevard Masséna;Quartier de la Maison-Blanche;75013
2290;"""Paris";" Bercy Seine""";48.835681;2.3800937;Paris Bercy Seine;210;Quai de Bercy
2291;Saint-Michel - Saint-Germain;48.8535388;2.3444208;bus;Quai Saint-Michel;Quartier de la Sorbonne;75005
2292;Custine - Ramey;48.8889852;2.3460974;bus;Rue Custine;Quartier de Clignancourt;75018
2293;Custine - Mont-Cenis;48.889737;2.3433622;bus;Rue Custine;Quartier de Clignancourt;75018
2294;Damrémont - Caulaincourt;48.8870091;2.3328714;bus;Rue Caulaincourt;Quartier des Grandes-Carrières;75018
2295;Porte de Versailles;48.8329073;2.2869962;bus;Boulevard Victor;Quartier Saint-Lambert;75015
2296;La Motte Picquet - Grenelle;48.8488255;2.2981737;bus;Boulevard de Grenelle;Quartier de Grenelle;75015
2297;Mairie du 18e - Jules Joffrin;48.8928888;2.3451787;bus;Paris 18e Arrondissement;Paris;75018
2298;Mairie du 18e - Jules Joffrin;48.8925613;2.3449722;bus;Place Jules Joffrin;Quartier de Clignancourt;75018
2299;Mairie du 18e - Jules Joffrin;48.8931097;2.3447402;bus;Rue du Mont Cenis;Quartier de Clignancourt;75018
2300;Custine - Mont-Cenis;48.8901135;2.3432448;bus;Rue du Mont Cenis;Quartier de Clignancourt;75018
2301;Lamarck - Caulaincourt;48.8895918;2.3393875;bus;Rue Caulaincourt;Quartier des Grandes-Carrières;75018
2302;Cambronne;48.8484252;2.3004764;bus;Boulevard de Grenelle;Quartier de Grenelle;75015
2303;Porte de Vincennes;48.8469927;2.4104302;bus;Cours de Vincennes;Quartier du Bel-Air;75012
2304;Porte de Vitry (Maryse Bastié);48.8240258;2.3762296;bus;Boulevard Masséna;Quartier de la Gare;75013
2305;Porte des Lilas;48.8767982;2.4082614;bus;Rue Charles Cros;Quartier Saint-Fargeau;75020
2306;Porte des Lilas;48.8766693;2.4079062;bus;Rue Charles Cros;Quartier Saint-Fargeau;75020
2307;Michel Debré;48.8514434;2.3308624;bus;Rue de Rennes;Quartier Notre-Dame-des-Champs;75006
2308;Gare d'Auteuil;48.8478737;2.2605155;bus;Rue d'Auteuil;Quartier d'Auteuil;75016
2309;Étoile - Champs Élysées;48.8749633;2.2940836;bus;Avenue Carnot;Quartier des Ternes;75017
2310;Reims - Hôtel des Impôts;48.8920282;2.30041;bus;Boulevard de Reims;Quartier de la Plaine-de-Monceau;75017
2311;Juliette Lamber;48.8885589;2.3044842;bus;Boulevard Malesherbes;Quartier de la Plaine-de-Monceau;75017
2312;Jouffroy d'Abbans - Malesherbes;48.8856404;2.3068634;bus;Boulevard Malesherbes;Quartier de la Plaine-de-Monceau;75017
2313;Porte Maillot - Malakoff;48.8762245;2.2835773;bus;Avenue de Malakoff;Quartier de la Porte-Dauphine;75116
2314;Oberkampf - Richard Lenoir;48.8635981;2.3701846;bus;Boulevard Voltaire;Quartier Saint-Ambroise;75011
2315;Jean-Pierre Timbaud;48.864898;2.3680022;bus;Boulevard Voltaire;Quartier de la Folie-Méricourt;75011
2316;Wagram - Pereire;48.886778;2.3051548;bus;Boulevard Malesherbes;Quartier de la Plaine-de-Monceau;75017
2317;Juliette Lamber;48.8885933;2.3042147;bus;Boulevard Malesherbes;Quartier de la Plaine-de-Monceau;75017
2318;Marguerite Long;48.8913256;2.3022033;bus;Avenue de la Porte d'Asnières;Quartier de la Plaine-de-Monceau;75017
2319;Marguerite Long;48.8913063;2.3019975;bus;Avenue de la Porte d'Asnières;Quartier de la Plaine-de-Monceau;75017
2320;Montrosier - Parmentier;48.8817831;2.280933;bus;Avenue de la Porte des Ternes;Quartier des Ternes;75017
2321;Porte de Champerret;48.885903;2.2940038;bus;Paris 17e Arrondissement;Paris;75017
2322;Hoche - Saint-Honoré;48.8770204;2.300758;bus;Rue du Faubourg Saint-Honoré;Quartier du Faubourg-du-Roule;75008
2323;Hôpital Robert Debré;48.8792771;2.4010361;bus;Boulevard d'Algérie;Quartier d'Amérique;75019
2324;Mouzaïa;48.8799723;2.399029;bus;Boulevard Sérurier;Quartier d'Amérique;75019
2325;Pre-Saint-Gervais - Allès;48.87921;2.398714;bus;Rue du Pré Saint-Gervais;Quartier d'Amérique;75019
2326;Louise Thuliez;48.8779416;2.3962607;bus;Rue du Pré Saint-Gervais;Quartier d'Amérique;75019
2327;Rue de Meaux;48.882761;2.375088;bus;Rue Armand Carrel;Quartier de la Villette;75019
2328;Château Landon;48.8841928;2.3652175;bus;Boulevard de la Villette;Quartier Saint-Vincent-de-Paul;75010
2329;Philippe de Girard;48.8842618;2.3618139;bus;Boulevard de la Chapelle;Quartier Saint-Vincent-de-Paul;75010
2330;Coquillière;48.8646064;2.3404418;bus;Rue Croix des Petits Champs;Quartier Les Halles;75001
2331;Paradis;48.8759329;2.3482547;bus;Rue du Faubourg Poissonnière;Quartier du Faubourg-Montmartre;75009
2332;La Fayette - Poissonnière;48.877976;2.3491203;bus;Rue du Faubourg Poissonnière;Quartier de Rochechouart;75009
2333;Rue de Meaux;48.8829023;2.374997;bus;Rue Armand Carrel;Quartier de la Villette;75019
2334;Rue des Bois;48.8784395;2.3992055;bus;Quartier d'Amérique;Paris 19e Arrondissement;75019
2335;Jean Jaurès;48.880098;2.4083751;bus;Avenue René Fonck;Quartier d'Amérique;75019
2336;Fondary;48.8454687;2.2981375;bus;Rue de la Croix Nivert;Quartier Necker;75015
2337;Mairie du 15e;48.8419215;2.2991131;bus;Rue Pétel;Quartier Saint-Lambert;75015
2338;Damrémont - Caulaincourt;48.8877128;2.3336513;bus;Rue Caulaincourt;Quartier des Grandes-Carrières;75018
2339;Parmentier - République;48.8652742;2.375853;bus;Rue Oberkampf;Quartier Saint-Ambroise;75011
2340;Oberkampf - Richard Lenoir;48.8640751;2.3710124;bus;Rue Oberkampf;Quartier Saint-Ambroise;75011
2341;Bretagne;48.8618593;2.3655649;bus;Rue Commines;Quartier des Enfants-Rouges;75003
2342;Julien Lacroix;48.8679445;2.3869105;bus;Rue de Ménilmontant;Quartier du Père-Lachaise;75020
2343;Parmentier - République;48.8649265;2.374154;bus;Rue Oberkampf;Quartier Saint-Ambroise;75011
2344;Saint-Claude;48.859818;2.3644601;bus;Rue de Turenne;Quartier des Archives;75003
2345;Bretagne;48.862253;2.3649806;bus;Rue des Filles du Calvaire;Quartier des Enfants-Rouges;75003
2346;Porte des Lilas;48.8770068;2.4094372;bus;Voie Alphonse Loubat;Quartier Saint-Fargeau;75020
2347;Grands Boulevards;48.8706744;2.3428744;bus;Rue Montmartre;Quartier du Mail;75002
2348;Rue Rouelle;48.8502758;2.2887759;bus;Rue Saint-Charles;Quartier de Grenelle;75015
2349;Hôpital Européen Georges Pompidou;48.8397078;2.2727184;bus;Place Albert Cohen;Quartier de Javel;75015
2350;Monttessuy;48.8589833;2.2979967;bus;Avenue de la Bourdonnais;Quartier du Gros-Caillou;75007
2351;Monttessuy;48.8588656;2.2983915;bus;Avenue de la Bourdonnais;Quartier du Gros-Caillou;75007
2352;Liège;48.8805558;2.3269967;bus;Rue d'Amsterdam;Quartier de l'Europe;75008
2353;Square Montholon;48.8764158;2.3469453;bus;Rue Papillon;Quartier du Faubourg-Montmartre;75009
2354;Lübeck;48.8653989;2.2928522;bus;Rue Boissière;Chaillot;75116
2355;Moulin de la Galette;48.8874183;2.3372632;bus;Rue Girardon;Quartier des Grandes-Carrières;75018
2356;Luxembourg;48.8473066;2.3402535;bus;Place Edmond Rostand;Quartier de l'Odéon;75006
2357;Lauriston;48.8692104;2.2894592;bus;Rue Copernic;Chaillot;75116
2358;Tour Eiffel;48.8594564;2.2928622;bus;Port de la Bourdonnais;Quartier du Gros-Caillou;75007
2359;Champ de Mars - Suffren;48.8548813;2.2952588;bus;Avenue de Suffren;Quartier du Gros-Caillou;75007
2360;Général Détrie;48.853334;2.2976486;bus;Avenue de Suffren;Quartier du Gros-Caillou;75007
2361;Ponscarme;48.826327;2.3690403;bus;Rue du Château des Rentiers;Quartier de la Gare;75013
2362;Davy;48.8902682;2.3266272;bus;Avenue de Saint-Ouen;Quartier des Grandes-Carrières;75018
2363;Davy;48.8903802;2.3264418;bus;Avenue de Saint-Ouen;Quartier des Épinettes;75017
2364;Charonne - Chanzy;48.8536782;2.3824299;bus;Rue Faidherbe;Quartier Sainte-Marguerite;75011
2365;Montparnasse 2 - Gare TGV;48.8382207;2.3176862;bus;Place des Cinq Martyrs du Lycée Buffon;Quartier de Plaisance;75014
2366;Étoile - Champs Elysées;48.8744867;2.2946039;bus;Place Charles de Gaulle;Quartier des Ternes;75017
2367;Dombasle;48.835954;2.297014;bus;Rue Olivier de Serres;Quartier Saint-Lambert;75015
2368;Albert Bartholomé;48.8279762;2.2980497;bus;Avenue Albert Bartholomé;Quartier Saint-Lambert;75015
2369;Porte Maillot;48.8792869;2.2845129;bus;Boulevard Gouvion-Saint-Cyr;Quartier des Ternes;75017
2370;Félix Faure;48.843586;2.2940607;bus;Rue Mademoiselle;Quartier de Grenelle;75015
2371;Firmin Gillot;48.833058;2.2890424;bus;Rue de Vaugirard;Quartier Saint-Lambert;75015
2372;Convention - Vaugirard;48.8375309;2.2971521;bus;Rue de Vaugirard;Quartier Saint-Lambert;75015
2373;Parc Georges Brassens;48.8290844;2.2956922;bus;Avenue de la Porte de Plaisance;Quartier Saint-Lambert;75015
2374;Convention;48.8373808;2.2986232;bus;Rue Victor Duruy;Quartier Saint-Lambert;75015
2375;Thureau-Dangin;48.8301682;2.2932023;bus;Rue Thureau-Dangin;Quartier Saint-Lambert;75015
2376;Place d'Alleray;48.8365441;2.305505;bus;Rue d'Alleray;Quartier Saint-Lambert;75015
2377;Croix Nivert;48.8407101;2.2917021;bus;Rue de Javel;Quartier Saint-Lambert;75015
2378;Labrouste - Vouille;48.8342213;2.3084563;bus;Rue Labrouste;Quartier Saint-Lambert;75015
2379;Tour Eiffel;48.8560172;2.2934699;bus;Avenue de Suffren;Quartier du Gros-Caillou;75007
2380;Javel Félix Faure;48.8424213;2.2909764;bus;Avenue Félix Faure;Quartier de Javel;75015
2381;Vaugirard;48.8390451;2.3002129;bus;Rue d'Alleray;Quartier Saint-Lambert;75015
2382;Morillons;48.8343848;2.2955066;bus;Rue Olivier de Serres;Quartier Saint-Lambert;75015
2383;Alleray;48.8369843;2.307067;bus;Rue Dutot;Quartier Saint-Lambert;75015
2384;Pasteur - Docteur Roux;48.8416773;2.3123547;bus;Rue du Docteur Roux;Quartier Necker;75015
2385;Procession;48.8380623;2.3081414;bus;Rue Dutot;Quartier Necker;75015
2386;Petite Ceinture;48.8316073;2.2928596;bus;Rue Olivier de Serres;Quartier Saint-Lambert;75015
2387;Fizeau;48.8302777;2.304477;bus;Rue Fizeau;Quartier Saint-Lambert;75015
2388;Rue des Entrepreneurs;48.8425966;2.2954987;bus;Rue Théophraste Renaudot;Quartier Saint-Lambert;75015
2389;Chauvelot;48.8285846;2.3037241;bus;Rue Jacques Baudry;Quartier Saint-Lambert;75015
2390;Mediathèque - Yourcenar;48.8373277;2.3013573;bus;Rue Yvart;Quartier Saint-Lambert;75015
2391;Volontaires - Vaugirard;48.8416427;2.308562;bus;Rue de Vaugirard;Quartier Necker;75015
2392;Bargue;48.8387042;2.3071043;bus;Rue Plumet;Quartier Necker;75015
2393;Lecourbe;48.8386215;2.2944451;bus;Rue de Javel;Quartier Saint-Lambert;75015
2394;Paul Barruel;48.8371785;2.3061776;bus;Rue Paul Barruel;Quartier Saint-Lambert;75015
2395;Tour Eiffel;48.8558872;2.2933873;bus;Avenue de Suffren;Quartier de Grenelle;75015
2396;Trocadero;48.86323;2.2863762;bus;Place du Trocadéro et du 11 Novembre 1918;Quartier de la Porte-Dauphine;75116
2397;Square Saint-Lambert;48.8418347;2.2979696;bus;Rue Jean Formigé;Quartier Saint-Lambert;75015
2398;Brancion;48.8275611;2.3007394;bus;Avenue Albert Bartholomé;Quartier Saint-Lambert;75015
2399;Mairie du 15e;48.8406726;2.3006535;bus;Place Adolphe Chérioux;Quartier Saint-Lambert;75015
2400;Maison des Associations;48.8327754;2.2939654;bus;Rue Olivier de Serres;Quartier Saint-Lambert;75015
2401;Porte de Champerret;48.8856731;2.292307;bus;Avenue de Villiers;Quartier des Ternes;75017
2402;Mortemart;48.8297094;2.4614134;bus;Avenue du Tremblay;Quartier de Picpus;75012
2403;Porte de Clichy;48.8938926;2.3119212;bus;Boulevard Berthier;Quartier des Batignolles;75017
2404;Hôpital Robert Debré - Pré Saint-Gervais;48.8796113;2.4016671;bus;Avenue de la Porte du Pré Saint-Gervais;Quartier d'Amérique;75019
2405;Hôpital Robert Debré - Pré Saint-Gervais;48.8794126;2.4014909;bus;Boulevard d'Algérie;Quartier d'Amérique;75019
2406;Diane Arbus;48.8976395;2.3524927;bus;Rue des Poissonniers;Quartier de Clignancourt;75018
2407;Porte de la Chapelle;48.8979253;2.3595524;bus;Rue de la Chapelle;Quartier de la Chapelle;75018
2408;Porte de la Chapelle;48.897491;2.3593403;bus;Rue de la Chapelle;Quartier de la Chapelle;75018
2409;Gare de Lyon - Van Gogh;48.8450767;2.371742;bus;Rue de Bercy;Quartier des Quinze-Vingts;75012
2410;Villiers;48.881934;2.3139567;bus;Avenue de Villiers;Quartier de la Plaine-de-Monceau;75017
2411;Pereire - Villiers;48.8845775;2.2995342;bus;Avenue de Villiers;Quartier de la Plaine-de-Monceau;75017
2412;Pereire;48.8853449;2.2977993;bus;Place du Maréchal Juin;Quartier de la Plaine-de-Monceau;75017
2413;Gare Saint-Lazare;48.8754838;2.3246534;bus;11;Cour de Rome;75008
2414;Ourcq;48.8871318;2.3869961;bus;Avenue Jean Jaurès;Quartier d'Amérique;75019
2415;Ourcq;48.8873983;2.3876554;bus;Avenue Jean Jaurès;Quartier du Pont-de-Flandre;75019
2416;Porte de Pantin - Métro;48.8885564;2.392482;bus;Avenue Jean Jaurès;Quartier d'Amérique;75019
2417;Porte de Pantin - Métro;48.8887193;2.3925697;bus;Avenue Jean Jaurès;Quartier du Pont-de-Flandre;75019
2418;Montparnasse;48.8436274;2.3235318;bus;Quartier Necker;Paris 15e Arrondissement;75015
2419;Pereire - Le Châtelier;48.8851994;2.2959266;bus;Avenue de Villiers;Quartier de la Plaine-de-Monceau;75017
2420;Montparnasse - Rue de l'Arrivée;48.8436195;2.3223819;bus;Rue de l'Arrivée;Quartier Necker;75015
2421;Rennes - Littré;48.8444242;2.3245178;bus;Rue de Rennes;Quartier Notre-Dame-des-Champs;75006
2422;Rennes - Littré;48.84486;2.3247204;bus;Rue de Rennes;Quartier Notre-Dame-des-Champs;75006
2423;Rennes - Saint-Placide;48.8466345;2.3266787;bus;Rue de Rennes;Quartier Notre-Dame-des-Champs;75006
2424;Rennes - Saint-Placide;48.8463823;2.326199;bus;Rue de Rennes;Quartier Notre-Dame-des-Champs;75006
2425;Pasteur - Falguière;48.8410974;2.3138291;bus;Boulevard Pasteur;Quartier Necker;75015
2426;Bucarest;48.881114;2.3249937;bus;Rue de Saint-Pétersbourg;Quartier de l'Europe;75008
2427;Place de Clichy;48.8829578;2.3266691;bus;Rue de Saint-Pétersbourg;Quartier de l'Europe;75008
2428;Charonne - Keller;48.8530179;2.3770203;bus;Avenue Ledru-Rollin;Quartier Sainte-Marguerite;75011
2429;Pelleport - Bagnolet;48.8620262;2.4059172;bus;Rue de Bagnolet;Quartier du Père-Lachaise;75020
2430;Coquillière - Les Halles;48.8632886;2.3419371;bus;Rue du Louvre;Quartier Les Halles;75001
2431;Réaumur - Montmartre;48.8675754;2.3438149;bus;Rue Montmartre;Quartier du Mail;75002
2432;Bonaparte - Saint-Germain;48.852594;2.3335058;bus;Rue du Four;Quartier de l'Odéon;75006
2433;Louvre - Rivoli;48.8613204;2.3411368;bus;Rue du Louvre;Quartier Les Halles;75001
2434;Coquillière - Les Halles;48.8632881;2.3421427;bus;Rue du Louvre;Quartier Les Halles;75001
2435;Europe;48.8786432;2.3231904;bus;Rue de Vienne;Quartier de l'Europe;75008
2436;Europe;48.8785112;2.3228895;bus;Rue de Vienne;Quartier de l'Europe;75008
2437;Bucarest;48.880315;2.3245375;bus;Rue de Saint-Pétersbourg;Quartier de l'Europe;75008
2438;Gare de Lyon;48.8436741;2.3737281;bus;Rue de Bercy;Quartier des Quinze-Vingts;75012
2439;Collège de France;48.8493233;2.3461573;bus;Rue des Écoles;Quartier de la Sorbonne;75005
2440;Ledru-Rollin - Faubourg Saint-Antoine;48.851;2.3757728;bus;Avenue Ledru-Rollin;Quartier des Quinze-Vingts;75012
2441;Martin Nadaud;48.8648705;2.3953408;bus;Avenue Gambetta;Quartier du Père-Lachaise;75020
2442;Mûriers;48.863969;2.3920038;bus;Avenue Gambetta;Quartier du Père-Lachaise;75020
2443;Père Lachaise;48.862433;2.3878305;bus;Boulevard de Ménilmontant;Quartier du Père-Lachaise;75020
2444;Roquette - Père Lachaise;48.8602199;2.3889659;bus;Boulevard de Ménilmontant;Quartier du Père-Lachaise;75020
2445;Saint-Maur - Servan;48.8587907;2.3849092;bus;Rue de la Roquette;Quartier de la Roquette;75011
2446;Basfroi;48.8553257;2.3785851;bus;Avenue Ledru-Rollin;Quartier de la Roquette;75011
2447;Ledru-Rollin - Faubourg Saint-Antoine;48.8517414;2.3765111;bus;Avenue Ledru-Rollin;Quartier Sainte-Marguerite;75011
2448;Daumesnil - Ledru-Rollin;48.8488943;2.3728278;bus;Avenue Ledru-Rollin;Quartier des Quinze-Vingts;75012
2449;Basfroi;48.8561395;2.378831;bus;Avenue Ledru-Rollin;Quartier de la Roquette;75011
2450;Saint-Maur - Servan;48.8589352;2.3849134;bus;Rue de la Roquette;Quartier de la Roquette;75011
2451;Roquette - Père Lachaise;48.8599198;2.3864573;bus;Rue de la Folie Regnault;Quartier de la Roquette;75011
2452;Folie Regnault - Chemin Vert;48.8619661;2.3853351;bus;Rue de la Folie Regnault;Quartier de la Roquette;75011
2453;Auguste Métivier;48.8631714;2.38822;bus;Place Auguste Métivier;Quartier du Père-Lachaise;75020
2454;Mûriers;48.8642058;2.3924213;bus;Avenue Gambetta;Quartier du Père-Lachaise;75020
2455;Martin Nadaud;48.8648273;2.3948694;bus;Place Martin Nadaud;Quartier du Père-Lachaise;75020
2456;Jean Jaurès - Lorraine;48.8859831;2.3825829;bus;Avenue Jean Jaurès;Quartier de la Villette;75019
2457;Jean Jaurès - Lorraine;48.8858597;2.3818431;bus;Avenue Jean Jaurès;Quartier de la Villette;75019
2458;Montparnasse–Cinémas;48.8436842;2.3245931;bus;Boulevard du Montparnasse;Quartier Notre-Dame-des-Champs;75006
2459;Saint-Marcel - La Pitié;48.8389292;2.3611444;bus;Boulevard de l'Hôpital;Quartier de la Salpêtrière;75013
2460;Saint-Marcel - La Pitié;48.8390523;2.3610772;bus;Boulevard de l'Hôpital;Quartier de la Salpêtrière;75013
2461;Gare d'Austerlitz;48.8425138;2.3639222;bus;Boulevard de l'Hôpital;Quartier de la Salpêtrière;75013
2462;République;48.867356;2.3648983;bus;Quartier de la Folie-Méricourt;Paris 11e Arrondissement;75011
2463;Ganneron;48.8860535;2.3261509;bus;Avenue de Clichy;Quartier des Batignolles;75017
2464;Porte de Clichy;48.8957097;2.3113268;bus;Avenue de la Porte de Clichy;Quartier des Épinettes;75017
